region_code,region_name,municipalty_code,municipalty_name,group,lon,lat
0006,Jönköpings län,0683,Värnamo,63.1,13.714304620256922,57.24715833855947
0006,Jönköpings län,0683,Värnamo,63.1,13.84192271338822,57.243677032841184
0006,Jönköpings län,0683,Värnamo,63.1,13.842851106631079,57.26889408934157
0006,Jönköpings län,0683,Värnamo,63.1,13.898263480200857,57.282537197290075
0006,Jönköpings län,0683,Värnamo,63.1,13.915580062848411,57.267287857824556
0006,Jönköpings län,0683,Värnamo,63.1,13.980453707688232,57.25878973421255
0006,Jönköpings län,0683,Värnamo,63.1,14.027277915617887,57.280010521200076
0006,Jönköpings län,0683,Värnamo,63.1,14.05886175670397,57.30253821598729
0006,Jönköpings län,0683,Värnamo,63.1,14.100342135029742,57.317980331090844
0006,Jönköpings län,0683,Värnamo,63.1,14.128720795229905,57.30938105999542
0006,Jönköpings län,0683,Värnamo,63.1,14.21129668653411,57.3251749736258
0006,Jönköpings län,0683,Värnamo,63.1,14.248601440238986,57.31068042517563
0006,Jönköpings län,0683,Värnamo,63.1,14.275522022641185,57.33099304526245
0006,Jönköpings län,0683,Värnamo,63.1,14.273468508168968,57.356374435484376
0006,Jönköpings län,0683,Värnamo,63.1,14.323198595485826,57.37373694732424
0006,Jönköpings län,0683,Värnamo,63.1,14.370153431388546,57.38160037308229
0006,Jönköpings län,0683,Värnamo,63.1,14.39282872367673,57.33590389758208
0006,Jönköpings län,0683,Värnamo,63.1,14.430359375776709,57.28705300768569
0006,Jönköpings län,0683,Värnamo,63.1,14.412233155856175,57.20672849006143
0006,Jönköpings län,0683,Värnamo,63.1,14.373167757659568,57.192476361545474
0006,Jönköpings län,0683,Värnamo,63.1,14.38727494379279,57.15503431603197
0006,Jönköpings län,0683,Värnamo,63.1,14.339753436141418,57.1544519239785
0006,Jönköpings län,0683,Värnamo,63.1,14.339561385305672,57.06239554245387
0006,Jönköpings län,0683,Värnamo,63.1,14.319967230292082,57.045334215109555
0006,Jönköpings län,0683,Värnamo,63.1,14.330163325100065,57.010518611928454
0006,Jönköpings län,0683,Värnamo,63.1,14.39192240849411,56.96943421618828
0006,Jönköpings län,0683,Värnamo,63.1,14.339491392575367,56.898104013033574
0006,Jönköpings län,0683,Värnamo,63.1,14.291757237224028,56.88247305618266
0006,Jönköpings län,0684,Sävsjö,64.1,14.672048272010702,57.21299895877688
0006,Jönköpings län,0684,Sävsjö,64.1,14.607963698961385,57.20736579662742
0006,Jönköpings län,0684,Sävsjö,64.1,14.592126716451155,57.19376107097353
