region_code,region_name,municipalty_code,municipalty_name,city_code,city_name,population_2015,population_2018,population_density_2015,population_density_2018,lon,lat
01,Stockholms län,0114,Upplands Väsby,T0450,Båtbyggartorp och Harva,NA,207,NA,440,59.51364560766913,17.850679539210653
01,Stockholms län,0114,Upplands Väsby,T0236,Löwenströmska lasarettet,636,618,937,909,59.54102554933661,17.914607005772933
01,Stockholms län,0115,Vallentuna,T0116,Brottby,224,262,604,671,59.56291885323295,18.240997599122593
01,Stockholms län,0115,Vallentuna,T0146,Ekskogen,277,287,459,466,59.638976771858346,18.22524263718331
01,Stockholms län,0115,Vallentuna,T0142,"Ekskogen, Älgeby och Långsjötorp",333,352,155,163,59.61085407677551,18.369886651379627
01,Stockholms län,0115,Vallentuna,T0202,Johannesudd,281,293,1809,1867,59.5520850489548,18.031701719889238
01,Stockholms län,0115,Vallentuna,T0208,Karby,853,848,1558,1546,59.56087413579356,18.22008246668202
01,Stockholms län,0115,Vallentuna,T0224,Kårsta,502,511,711,639,59.65532631591289,18.269379655004148
01,Stockholms län,0115,Vallentuna,T0232,Lindholmen,1146,1214,932,946,59.58581715921729,18.104590961918397
01,Stockholms län,0115,Vallentuna,T0388,Vallentuna,31937,32847,1879,1870,59.50853190461727,18.0792719179718
01,Stockholms län,0117,Österåker,T0102,Bammarboda,647,664,210,215,59.507377387315366,18.46794005075696
01,Stockholms län,0117,Österåker,T0270,Laggarsvik och Linanäs,303,307,78,79,59.482844496064715,18.5235190473859
01,Stockholms län,0117,Österåker,T0334,"Nolsjö, Mellansjö, Åsättra och Lervikstorp*",354,563,245,202,59.51112858697322,18.642556464986313
01,Stockholms län,0117,Österåker,T0306,Nyhagen och Översättra,619,649,817,856,59.495668140084106,18.378695871289857
01,Stockholms län,0117,Österåker,T0292,Rydbo,597,603,1439,1450,59.46174651387686,18.18650516267154
01,Stockholms län,0117,Österåker,T0302,Solberga,427,529,378,371,59.50308535968773,18.347174102722988
01,Stockholms län,0117,Österåker,T0448,Spånlöt,480,474,2101,2075,59.49489032096924,18.31433614590599
01,Stockholms län,0117,Österåker,T0326,Stava,347,359,313,322,59.49983546733909,18.220093950695443
01,Stockholms län,0117,Österåker,T0350,Svinninge,2136,2501,374,438,59.44298855859829,18.27554714248718
01,Stockholms län,0117,Österåker,T0290,Täljö,410,457,378,421,59.470288288894956,18.245801493737655
01,Stockholms län,0117,Österåker,T0408,Åkersberga,32659,34818,1328,1376,59.48709342057417,18.286076863990697
01,Stockholms län,0120,Värmdö,T0122,Betsede,278,317,506,568,59.328988581376436,18.430080277381666
01,Stockholms län,0120,Värmdö,T0120,Brunn,1180,1301,595,604,59.28266273033406,18.426064021734913
01,Stockholms län,0120,Värmdö,T0136,Djurö,1442,1463,230,228,59.313347539286646,18.703062647347462
01,Stockholms län,0120,Värmdö,T0166,Fågelvikshöjden,2302,2261,397,390,59.24473957092617,18.435711878918664
01,Stockholms län,0120,Värmdö,T0118,"Grönskan, Vedhamn och Baldersnäs",265,274,141,143,59.23544133502904,18.473084686398902
01,Stockholms län,0120,Värmdö,T0172,Gustavsberg,20774,23467,1480,1657,59.314985428678575,18.43893587952674
01,Stockholms län,0120,Värmdö,T0214,Kopparmora,2280,2306,325,313,59.337839155694134,18.585660628927478
01,Stockholms län,0120,Värmdö,T0370,Koviksudde och Skeviksstrand,290,320,315,347,59.358133801641436,18.357028908344667
01,Stockholms län,0120,Värmdö,T0314,Lugnet och Skälsmara,723,724,188,248,59.24839132342607,18.53418877269136
01,Stockholms län,0120,Värmdö,T0234,Långvik,1206,1227,401,408,59.22201068279204,18.518271713415803
01,Stockholms län,0120,Värmdö,T0198,Norra Ingaröstrand och Skälsmara,791,821,174,180,59.258261599840395,18.545708756464446
01,Stockholms län,0120,Värmdö,T0250,Norra Lagnö,333,362,350,383,59.353908730914,18.406229340341074
01,Stockholms län,0120,Värmdö,T0440,Norra Vindö,253,255,51,51,59.36339487552311,18.660923678189175
01,Stockholms län,0120,Värmdö,T0324,Stavsnäs,1784,1903,182,196,59.26871769941429,18.677982203635107
01,Stockholms län,0120,Värmdö,T0342,Strömma,2468,2572,348,364,59.29235402803816,18.512939878991055
01,Stockholms län,0120,Värmdö,T0438,Älvsala,597,603,131,132,59.30404864102479,18.635306655319912
01,Stockholms län,0120,Värmdö,T0418,Ängsvik,447,443,606,569,59.35840178780705,18.514541605622398
01,Stockholms län,0125,Ekerö,T0140,Drottningholm,348,313,748,597,59.32447246499719,17.887117441061676
01,Stockholms län,0125,Ekerö,T0452,Ekeby tomtområde*,NA,202,NA,164,59.36236977570632,17.598677900674097
01,Stockholms län,0125,Ekerö,T0150,Ekerö,11505,12071,1929,1957,59.27444959418913,17.799927696240733
01,Stockholms län,0125,Ekerö,T0151,Ekerö sommarstad,616,614,653,652,59.27600615578021,17.731340807521736
01,Stockholms län,0125,Ekerö,T0454,"Slottshagen, Bona, Helgö bol och Kungens täppa*",NA,296,NA,299,59.276958104187834,17.67906446544397
01,Stockholms län,0125,Ekerö,T0210,Hilleshögby,217,278,286,340,59.389306009224434,17.704275218525574
01,Stockholms län,0125,Ekerö,T0183,Jungfrusund,NA,290,NA,2030,59.272899643336665,17.844460176871745
01,Stockholms län,0125,Ekerö,T0218,Kungsberga,708,894,393,353,59.405307398393745,17.636718033016827
01,Stockholms län,0125,Ekerö,T0230,Lilla Stenby,284,269,304,319,59.385185114037924,17.52068102882451
01,Stockholms län,0125,Ekerö,T0246,Lurudden,223,222,391,391,59.27590899421714,17.704156708369222
01,Stockholms län,0125,Ekerö,T0182,Parksidan och Solsidan,944,965,1508,1693,59.27839858477204,17.848167340161073
01,Stockholms län,0125,Ekerö,T0328,Stenhamra,3588,3559,1047,1035,59.3343938744733,17.68845900665609
01,Stockholms län,0125,Ekerö,T0266,Sundby,349,444,502,593,59.289276375456566,17.71635233989762
01,Stockholms län,0125,Ekerö,T0362,Söderby,287,283,391,386,59.382517749908494,17.585339736415047
01,Stockholms län,0125,Ekerö,T0378,Tureholm,799,1080,318,328,59.318338698732795,17.748677116799925
01,Stockholms län,0125,Ekerö,T0414,Älvnäs,753,797,1310,1384,59.28734200801887,17.76723276583251
01,Stockholms län,0125,Ekerö,T0424,Ölsta,652,718,272,293,59.408985118830195,17.678473814729358
01,Stockholms län,0126,Huddinge,T0178,Gladö kvarn,640,687,455,488,59.19266620779882,17.98390613790056
01,Stockholms län,0126,Huddinge,T0394,Vidja,741,804,391,422,59.19692813783147,18.060286082987272
01,Stockholms län,0126,Huddinge,T0406,Östorp och Ådran,242,249,216,222,59.151051975353205,18.013045711712532
01,Stockholms län,0127,Botkyrka,T0458,Kagghamra tomtområde*,NA,291,NA,338,59.12018075018171,17.78393286664624
01,Stockholms län,0127,Botkyrka,T0282,Norra Riksten,2044,2810,3673,4720,59.18492434277615,17.913660790424288
01,Stockholms län,0127,Botkyrka,T0298,Sibble,354,351,377,370,59.11223816446414,17.74935725293119
01,Stockholms län,0127,Botkyrka,T0372,Tumba,40832,42344,2101,2170,59.193551051850285,17.82330281981392
01,Stockholms län,0127,Botkyrka,T0396,Vårsta,2470,2495,1653,1667,59.16717875510191,17.789608971257486
01,Stockholms län,0136,Haninge,T0132,Dalarö,1849,1855,301,307,59.15577494056284,18.444559121807156
01,Stockholms län,0136,Haninge,T0430,Gansta och Söderby,337,404,192,213,59.05601215220759,18.06856325163091
01,Stockholms län,0136,Haninge,T0200,Jordbro,10757,11453,2249,2349,59.14427060910167,18.1257547653698
01,Stockholms län,0136,Haninge,T0238,Muskö,271,279,416,413,59.00020181373709,18.1472841316071
01,Stockholms län,0136,Haninge,T0258,Norra Muskö,218,216,48,46,59.018446345590796,18.15721242021726
01,Stockholms län,0136,Haninge,T0402,Väländan,522,529,322,325,59.11343354516917,17.989033346369283
01,Stockholms län,0136,Haninge,T0404,Västerhaninge,17071,18428,1649,1707,59.12018916334631,18.097148788354247
01,Stockholms län,0136,Haninge,T0434,Årsta Havsbad,389,475,268,315,59.084533860623914,18.164334395640513
01,Stockholms län,0139,Upplands-Bro,T0112,Bro,8266,8915,2272,2005,59.51522449202484,17.656717909514445
01,Stockholms län,0139,Upplands-Bro,T0124,Brunna,3948,4015,1761,1165,59.508538875379074,17.74033189410679
01,Stockholms län,0139,Upplands-Bro,T0190,Håbo-Tibble kyrkby,657,654,407,414,59.56684051091957,17.678776836727565
01,Stockholms län,0139,Upplands-Bro,T0220,Kungsängen,10151,12014,2334,2531,59.48449837963897,17.73589212793062
01,Stockholms län,0139,Upplands-Bro,T0460,Jursta*,NA,367,NA,4638,59.51422206116948,17.61238853270254
01,Stockholms län,0139,Upplands-Bro,T0286,Rättarboda,313,352,676,743,59.499553740245034,17.610423708257965
01,Stockholms län,0140,Nykvarn,T0158,Finkarby,220,211,387,358,59.22442660885515,17.310364898351025
01,Stockholms län,0140,Nykvarn,T0262,Nygårds hagar,NA,214,NA,917,59.21735436311393,17.268129633558626
01,Stockholms län,0140,Nykvarn,T0260,Nykvarn,7327,7739,1309,1353,59.175424054652815,17.432667919754103
01,Stockholms län,0140,Nykvarn,T0382,Stensättra tomtområde,236,429,263,370,59.23136027666274,17.409478182961088
01,Stockholms län,0140,Nykvarn,T0468,Turinge och Vidbynäs,NA,238,NA,392,59.19815887969672,17.43577367796521
01,Stockholms län,0160,Täby,T0114,Arninge,295,1354,229,872,59.467210850010275,18.128888723000028
01,Stockholms län,0162,Danderyd,T0368,Tranholmen,384,416,991,1090,59.37505116760958,18.088691645353002
01,Stockholms län,0163,Sollentuna,T0384,Upplands Väsby och Sollentuna,139606,146102,3071,3117,59.42492456136276,17.934962171192648
01,Stockholms län,0180,Stockholm,T0336,Stockholm,1515017,1584196,3659,3806,59.19890768522879,17.9228054518722
01,Stockholms län,0181,Södertälje,T0148,Ekeby,990,983,1503,1534,59.25435577862097,17.519236804681285
01,Stockholms län,0181,Södertälje,T0196,Hölö,1477,1515,880,904,59.02216600301647,17.535894382480066
01,Stockholms län,0181,Södertälje,T0204,Järna,6038,6184,1487,1586,59.0906946442955,17.56047295696905
01,Stockholms län,0181,Södertälje,T0444,Kallfors,563,1404,1018,992,59.11280122893484,17.564358766600417
01,Stockholms län,0181,Södertälje,T0244,Mölnbo,1089,1062,722,709,59.05167536558906,17.428287541627366
01,Stockholms län,0181,Södertälje,T0344,Nibble,255,240,559,501,59.06102904632886,17.62814815719886
01,Stockholms län,0181,Södertälje,T0272,Pershagen,2235,2200,2106,2077,59.15208031080866,17.657397185697036
01,Stockholms län,0181,Södertälje,T0310,Sandviken,418,409,277,271,59.26841568450588,17.50111027146764
01,Stockholms län,0181,Södertälje,T0356,Södertälje,70777,73872,2531,2591,59.19438580118733,17.599002049179795
01,Stockholms län,0181,Södertälje,T0374,Tuna,404,399,449,447,59.25458926697309,17.481377990446692
01,Stockholms län,0181,Södertälje,T0390,Vattubrinken,356,385,378,410,59.24116690289666,17.575187665911123
01,Stockholms län,0181,Södertälje,T0398,Viksäter och Viksberg,859,902,569,581,59.23831108059299,17.617425905958214
01,Stockholms län,0182,Nacka,T0156,Fisksätra,8117,8334,8363,8282,59.29206846804329,18.25541455395536
01,Stockholms län,0182,Nacka,T0192,Hästhagen,529,496,1428,1334,59.29837861674062,18.155757464787968
01,Stockholms län,0182,Nacka,T0212,Kil,861,993,962,1088,59.334377042785206,18.326660386877446
01,Stockholms län,0182,Nacka,T0216,Kummelnäs,NA,4675,NA,765,59.348456063879546,18.276477347063725
01,Stockholms län,0182,Nacka,T0296,Saltsjöbaden,9477,9467,1808,1809,59.268975730356324,18.290955063317952
01,Stockholms län,0182,Nacka,T0436,Älgö,908,991,449,494,59.26521879539245,18.34311656148493
01,Stockholms län,0186,Lidingö,T0228,Lidingö,42466,43925,2531,2615,59.36417342941,18.131044074888365
01,Stockholms län,0186,Lidingö,T0332,Sticklinge udde,3037,3080,2389,2361,59.385169279593825,18.111015040295865
01,Stockholms län,0186,Lidingö,T0466,Storholmen,NA,208,NA,585,59.39691400936581,18.14065671816911
01,Stockholms län,0187,Vaxholm,T0222,Kullö,904,1031,2199,2254,59.41236401474878,18.308871065286738
01,Stockholms län,0187,Vaxholm,T0276,Resarö,3249,3297,931,944,59.43081267079001,18.3442086524649
01,Stockholms län,0187,Vaxholm,T0268,Rindö,1100,1347,672,742,59.393654747550706,18.401673958196405
01,Stockholms län,0187,Vaxholm,T0446,Skarpö,290,274,281,265,59.40908342515086,18.383141775962304
01,Stockholms län,0187,Vaxholm,T0432,Tynningö,380,363,82,79,59.370101206546025,18.41083016002504
01,Stockholms län,0187,Vaxholm,T0392,Vaxholm,4849,5145,2686,2874,59.40431459456165,18.332040354889553
01,Stockholms län,0188,Norrtälje,T0100,Bergshamra,572,604,225,231,59.625298784560464,18.634627463382884
01,Stockholms län,0188,Norrtälje,T0126,Blidö,266,258,54,46,59.61238293292237,18.892822044350826
01,Stockholms län,0188,Norrtälje,T0144,Edsbro,578,595,382,392,59.88782556748346,18.481706234349108
01,Stockholms län,0188,Norrtälje,T0164,Finsta,239,257,542,584,59.737202168336125,18.494821091760045
01,Stockholms län,0188,Norrtälje,T0168,Grisslehamn,418,416,94,92,60.100823753844374,18.816365232147874
01,Stockholms län,0188,Norrtälje,T0176,Hallstavik,4536,4723,915,925,60.04601068395774,18.598910902753786
01,Stockholms län,0188,Norrtälje,T0184,Herräng,377,381,201,202,60.137403274599315,18.628778490884706
01,Stockholms län,0188,Norrtälje,T0456,"Grovstanäs, Hysingsvik och Solö*",NA,210,NA,115,59.6751743045608,18.732255129657098
01,Stockholms län,0188,Norrtälje,T0442,Hästängen och Mora,690,726,301,298,59.63879439903557,18.66802592743303
01,Stockholms län,0188,Norrtälje,T0462,Malstaby *,NA,209,NA,374,59.77508310515365,18.642451343796303
01,Stockholms län,0188,Norrtälje,T0206,"Nabbo, Gräddö och Rävsnäs",556,587,94,100,59.76359847210518,19.033764634996455
01,Stockholms län,0188,Norrtälje,T0252,Norrtälje,19365,21188,1947,2046,59.75971567446077,18.706255133800056
01,Stockholms län,0188,Norrtälje,T0346,Nysättra,255,292,183,210,59.81291252216231,18.895797304837632
01,Stockholms län,0188,Norrtälje,T0464,Oxhalsö,NA,212,NA,61,59.62904961782284,18.97067347286881
01,Stockholms län,0188,Norrtälje,T0278,Riala,329,360,268,277,59.62951306571263,18.52318619082838
01,Stockholms län,0188,Norrtälje,T0280,Rimbo,4882,5117,1417,1472,59.74437835607208,18.358333031948252
01,Stockholms län,0188,Norrtälje,T0294,Rånäs,428,421,891,875,59.80341542551767,18.30264536380067
01,Stockholms län,0188,Norrtälje,T0308,Skebobruk,276,255,300,277,59.96595161087759,18.609825284331272
01,Stockholms län,0188,Norrtälje,T0322,Spillersboda,480,485,119,119,59.7042031586783,18.85610041887611
01,Stockholms län,0188,Norrtälje,T0348,Svanberga,524,555,562,595,59.84364261678361,18.666559804557078
01,Stockholms län,0188,Norrtälje,T0352,Söderby-Karl,268,262,310,312,59.89092991958549,18.694904273138047
01,Stockholms län,0188,Norrtälje,T0354,Södersvik,352,401,146,134,59.736223397266244,18.91291086977734
01,Stockholms län,0188,Norrtälje,T0412,Älmsta,1376,1422,609,578,59.97004766574776,18.809250856714222
01,Stockholms län,0191,Sigtuna,T0188,Granby,240,299,501,577,59.65701514715706,17.630149170712404
01,Stockholms län,0191,Sigtuna,T0240,Märsta,27034,29199,4046,4358,59.62339674573636,17.83844802885366
01,Stockholms län,0191,Sigtuna,T0284,Rosersberg,1765,1815,658,581,59.57022676660856,17.879374966287106
01,Stockholms län,0191,Sigtuna,T0300,Sigtuna,9074,9592,1707,1753,59.619698526320846,17.723582284184527
01,Stockholms län,0191,Sigtuna,T0380,Steningehöjden,1130,1240,2896,3521,59.62211398662097,17.796994694753128
01,Stockholms län,0191,Sigtuna,T0470,Venngarn,NA,358,NA,1225,59.648970928742074,17.721411866170822
01,Stockholms län,0192,Nynäshamn,T0364,Grödby,551,600,528,568,59.051163993035935,17.867522819305982
01,Stockholms län,0192,Nynäshamn,T0226,Landfjärden,277,286,217,222,59.035151899625596,17.981707348665932
01,Stockholms län,0192,Nynäshamn,T0254,Lidatorp och Klövsta,363,375,889,913,58.955952457524035,17.91121730317878
01,Stockholms län,0192,Nynäshamn,T0264,Nynäshamn,14532,14855,2042,2055,58.907965636459885,17.94495665682767
01,Stockholms län,0192,Nynäshamn,T0386,Oxnö och Svärdsö,293,315,76,82,58.87275007531681,17.83689470406563
01,Stockholms län,0192,Nynäshamn,T0330,Segersäng,757,767,907,927,59.02664502565823,17.93237523754922
01,Stockholms län,0192,Nynäshamn,T0320,Sunnerby och Spångbro*,1272,1347,1075,970,59.01944455201134,17.82579506773963
01,Stockholms län,0192,Nynäshamn,T0340,Stora Vika,695,734,1374,1442,58.9568575892493,17.786491199674096
01,Stockholms län,0192,Nynäshamn,T0420,Ösmo,3866,3916,1839,1859,58.98523188480599,17.89547954156063
03,Uppsala län,0305,Håbo,T0520,Bålsta,13138,15210,1285,1325,59.564782418935565,17.516309070916787
03,Uppsala län,0305,Håbo,T0570,Häggeby och Vreta,261,248,299,369,59.65510144781099,17.54086244289958
03,Uppsala län,0305,Håbo,T0690,Kivinge,NA,203,NA,367,59.64184950591711,17.46036150421842
03,Uppsala län,0305,Håbo,T0584,Krägga,525,612,433,486,59.60775028396267,17.40454512795243
03,Uppsala län,0305,Håbo,T0618,Råby,924,984,892,724,59.53605499715766,17.49642351582333
03,Uppsala län,0305,Håbo,T0626,Slottsskogen,1506,1613,911,972,59.69098352160207,17.607719357660333
03,Uppsala län,0305,Håbo,T0638,Söderskogen,378,384,709,717,59.67795354797453,17.58972303704603
03,Uppsala län,0305,Håbo,T0522,Vibyäng,311,455,1722,2246,59.55073814422529,17.483034253292303
03,Uppsala län,0319,Älvkarleby,T0552,Gårdskär,354,352,289,287,60.61007673537702,17.576602265547212
03,Uppsala län,0319,Älvkarleby,T0600,Marma,324,305,642,599,60.490486115113626,17.425578695661123
03,Uppsala län,0319,Älvkarleby,T0616,Skutskär,6279,7168,783,738,60.63557403973598,17.37956248702494
03,Uppsala län,0319,Älvkarleby,T0664,Älvkarleby,1517,1502,604,589,60.567259668008454,17.44978179467338
03,Uppsala län,0319,Älvkarleby,T0670,Älvkarleö,214,235,292,334,60.53813280564615,17.416035006567096
03,Uppsala län,0330,Knivsta,T0504,Alsike,3833,4933,1235,1461,59.75375560308788,17.77311504333615
03,Uppsala län,0330,Knivsta,T0658,Edeby,243,252,432,446,59.710723498575184,17.719633808898
03,Uppsala län,0330,Knivsta,T0576,Knivsta,7977,8332,1916,1971,59.72548106047553,17.793848213670636
03,Uppsala län,0331,Heby,T6228,Harbo,714,792,576,635,60.1052285273538,17.19816698094698
03,Uppsala län,0331,Heby,T6232,Heby,2724,2705,737,701,59.941093768437845,16.856101532878938
03,Uppsala län,0331,Heby,T6276,Morgongåva,1441,1490,974,1001,59.933915376790715,16.963533357580484
03,Uppsala län,0331,Heby,T6352,Tärnsjö,1174,1222,676,701,60.1576769073376,16.931981600968488
03,Uppsala län,0331,Heby,T6368,Vittinge,566,581,429,460,59.9038833160021,17.059216333012316
03,Uppsala län,0331,Heby,T6384,Östervåla,1696,1760,794,810,60.18182043528349,17.179192648051675
03,Uppsala län,0360,Tierp,T0572,Karlholmsbruk,1193,1235,418,435,60.516417857718785,17.647276994460967
03,Uppsala län,0360,Tierp,T0604,Mehedeby,430,433,669,674,60.450348351368795,17.402926822792917
03,Uppsala län,0360,Tierp,T0608,Månkarbo,671,683,659,670,60.2282223142245,17.462118227925227
03,Uppsala län,0360,Tierp,T0624,Skärplinge,720,746,655,680,60.47362670084892,17.761210860880034
03,Uppsala län,0360,Tierp,T0636,Söderfors,1704,1755,757,784,60.38274045731013,17.24312228155049
03,Uppsala län,0360,Tierp,T0640,Tierp,5826,6143,1318,1383,60.34764374078284,17.51679925864525
03,Uppsala län,0360,Tierp,T0648,Tobo,610,595,596,580,60.260134720784656,17.653916875834078
03,Uppsala län,0360,Tierp,T0652,Upplanda,222,237,295,309,60.229442770740576,17.728890135479542
03,Uppsala län,0360,Tierp,T0672,Örbyhus,2025,2153,1233,1068,60.22483969288327,17.696990481011756
03,Uppsala län,0380,Uppsala,T0500,Almunge,816,888,779,595,59.878145127681904,18.034821468558086
03,Uppsala län,0380,Uppsala,T0512,Björklinge,3322,3336,1094,1092,60.03065036516129,17.541956515589693
03,Uppsala län,0380,Uppsala,T0650,Blackstalund,203,260,305,334,59.96655438688057,17.375022545583068
03,Uppsala län,0380,Uppsala,T0524,Bälinge,2406,2605,1544,1381,59.94988599636102,17.537808411082874
03,Uppsala län,0380,Uppsala,T0526,Bärby,347,363,619,643,59.858162445146704,17.817333736913746
03,Uppsala län,0380,Uppsala,T0530,Danmark,453,433,837,789,59.83237716498013,17.74158237666843
03,Uppsala län,0380,Uppsala,T0538,Funbo,326,310,329,324,59.85398882908046,17.868705022737775
03,Uppsala län,0380,Uppsala,T0548,Gunsta,611,618,663,665,59.84843570150411,17.834725719320645
03,Uppsala län,0380,Uppsala,T0556,Gåvsta,539,557,988,1012,59.942388281178424,17.878778930121864
03,Uppsala län,0380,Uppsala,T0566,Håga,319,310,1050,977,59.838215628701725,17.57581815125775
03,Uppsala län,0380,Uppsala,T0514,Jälla,933,1838,948,1507,59.907959020298854,17.73144678433339
03,Uppsala län,0380,Uppsala,T0568,Järlåsa,515,539,674,709,59.88562500294862,17.20017514196595
03,Uppsala län,0380,Uppsala,T0580,Knutby,705,741,580,563,59.908117241108215,18.26387732386791
03,Uppsala län,0380,Uppsala,T0590,Läby,231,230,653,650,60.09268492387339,17.558588782253914
03,Uppsala län,0380,Uppsala,T0592,Länna,700,691,633,665,59.87307986157672,17.957723995927193
03,Uppsala län,0380,Uppsala,T0596,Lövstalöt,1399,1453,1527,1543,59.95724397293923,17.578552709955506
03,Uppsala län,0380,Uppsala,T0606,Ramstalund,342,364,1130,1164,59.799337970213344,17.443290376428823
03,Uppsala län,0380,Uppsala,T0598,Selknä och Marielund,314,300,245,233,59.83839937905943,17.874896651432238
03,Uppsala län,0380,Uppsala,T0620,Skyttorp,636,632,621,718,60.081694145846164,17.735149964632754
03,Uppsala län,0380,Uppsala,T0622,Skölsta,368,526,715,949,59.87627766806722,17.747092921436373
03,Uppsala län,0380,Uppsala,T0694,Sydöstra Fullerö*,NA,543,NA,2414,59.94092407220268,17.67752146147049
03,Uppsala län,0380,Uppsala,T0628,Storvreta,6340,6281,2021,2005,59.95674788589193,17.703377820468045
03,Uppsala län,0380,Uppsala,T0632,Sävja,9723,9691,2507,2493,59.81468879472561,17.716795493868275
03,Uppsala län,0380,Uppsala,T0654,Ultuna,455,1163,380,937,59.81457529444681,17.65549372426494
03,Uppsala län,0380,Uppsala,T0656,Uppsala,149245,160926,3412,3742,59.85002092910378,17.63972953874743
03,Uppsala län,0380,Uppsala,T0660,Vattholma,1410,1405,1244,1241,60.01515144122064,17.737113671049737
03,Uppsala län,0380,Uppsala,T0696,Vångelsta*,NA,234,NA,1337,59.808268453366665,17.53298728520011
03,Uppsala län,0380,Uppsala,T0516,Vänge,1320,1293,1460,1441,59.858610259024374,17.43656400999878
03,Uppsala län,0380,Uppsala,T0662,Ytternäs och Vreta,775,809,507,533,59.77643700070703,17.604764372113113
03,Uppsala län,0381,Enköping,T0612,Bredsand,874,1413,411,618,59.57567642987056,17.084524991126226
03,Uppsala län,0381,Enköping,T0532,Enköping,22553,23988,2148,2131,59.64028160321009,17.072528091293275
03,Uppsala län,0381,Enköping,T0536,Fjärdhundra,907,943,810,839,59.77667293521102,16.92849406054676
03,Uppsala län,0381,Enköping,T0544,Grillby,1028,1079,919,911,59.625854206420705,17.257480747787824
03,Uppsala län,0381,Enköping,T0558,Haga,235,282,690,759,59.60458565601946,17.051915189902576
03,Uppsala län,0381,Enköping,T0564,Hummelsta,994,980,1310,1291,59.626723167698216,16.943792496279066
03,Uppsala län,0381,Enköping,T0588,Lillkyrka,303,304,711,713,59.558579000357966,17.244938440467283
03,Uppsala län,0381,Enköping,T0692,Märson*,NA,220,NA,122,59.516345289993254,17.014592452087115
03,Uppsala län,0381,Enköping,T0680,Örsundsbro,1302,1384,956,1003,59.73435484989894,17.308493100506695
03,Uppsala län,0381,Enköping,T0682,Örsundsbro norra,577,580,1582,1590,59.74274571857772,17.326282164380416
03,Uppsala län,0382,Östhammar,T0508,Alunda,2506,2629,845,882,60.06633717675791,18.07649872608264
03,Uppsala län,0382,Östhammar,T0528,Dannemora,214,227,313,335,60.20716178198314,17.866815693457845
03,Uppsala län,0382,Östhammar,T0540,Gimo,2698,2782,815,845,60.17231581166421,18.18025157107088
03,Uppsala län,0382,Östhammar,T0560,Hargshamn,289,298,277,280,60.169618553579255,18.466726777813154
03,Uppsala län,0382,Östhammar,T0614,Skoby,239,238,406,399,60.027618456095524,18.01963818671935
03,Uppsala län,0382,Östhammar,T0676,Öregrund,1589,1601,372,382,60.33039596523382,18.445155030532565
03,Uppsala län,0382,Östhammar,T0684,Österbybruk,2331,2369,842,871,60.19727878378003,17.89614623520034
03,Uppsala län,0382,Östhammar,T0688,Östhammar,4726,4906,967,1005,60.2585994658577,18.36350261628982
04,Södermanlands län,0428,Vingåker,T0704,Baggetorp,490,563,547,465,59.00024034674922,16.07129046133026
04,Södermanlands län,0428,Vingåker,T0776,Högsjö,691,680,713,692,59.026734780832655,15.668644878549575
04,Södermanlands län,0428,Vingåker,T0808,Läppe,221,250,162,179,59.13154256538741,15.810314156394712
04,Södermanlands län,0428,Vingåker,T0802,Marmorbyn,372,372,697,678,59.04635265775103,16.069953806028476
04,Södermanlands län,0428,Vingåker,T0904,Vingåker,4548,4773,1107,1155,59.04393215967104,15.872772560612738
04,Södermanlands län,0461,Gnesta,T0724,Björnlunda,838,832,724,718,59.06348887463516,17.15815725364891
04,Södermanlands län,0461,Gnesta,T0752,Gnesta,5772,6248,1500,1588,59.04666859813534,17.307466456738858
04,Södermanlands län,0461,Gnesta,T0930,Hållsta,NA,205,NA,327,59.029603839491365,17.28080915043579
04,Södermanlands län,0461,Gnesta,T0860,Stjärnhov,555,577,496,522,59.080052893479845,17.00024757049225
04,Södermanlands län,0480,Nyköping,T0702,Arnö,4124,4662,1807,1890,58.72713400174953,17.023241307626382
04,Södermanlands län,0480,Nyköping,T0708,Bergshammar,801,814,1225,1241,58.74049813363409,16.912868522914188
04,Södermanlands län,0480,Nyköping,T0728,Buskhyttan,210,201,362,345,58.66236856761744,16.941745078296275
04,Södermanlands län,0480,Nyköping,T0736,Enstaberga,436,439,748,749,58.751042448043584,16.853985782981567
04,Södermanlands län,0480,Nyköping,T0780,Jönåker,598,609,744,720,58.74368593624777,16.71845371538269
04,Södermanlands län,0480,Nyköping,T0794,Kvegerö,209,229,100,109,58.923004265898335,17.37730288127015
04,Södermanlands län,0480,Nyköping,T0812,Nyköping,32224,33243,2162,2196,58.758280684360145,17.018619802672585
04,Södermanlands län,0480,Nyköping,T0816,Nävekvarn,779,743,698,649,58.63219780005326,16.795469718175653
04,Södermanlands län,0480,Nyköping,T0828,Runtuna,247,204,555,575,58.87599530077652,17.081215570484524
04,Södermanlands län,0480,Nyköping,T0832,Sjösa,488,471,781,754,58.772958909786865,17.088625663279963
04,Södermanlands län,0480,Nyköping,T0838,Skeppsvik och Sjöskogen,241,224,169,157,58.6267580617297,16.83149813571953
04,Södermanlands län,0480,Nyköping,T0854,Stavsjö,210,215,709,726,58.72949145488617,16.436005680234672
04,Södermanlands län,0480,Nyköping,T0856,Stigtomta,1949,1942,1088,1107,58.80137646539235,16.782479015787043
04,Södermanlands län,0480,Nyköping,T0876,Svalsta,1095,1107,1362,1372,58.74273780834704,16.869822632354893
