region_code,region_name,municipalty_code,municipalty_name,city_code,city_name,population_2015,population_2018,population_density_2015,population_density_2018,lon,lat
06,Jönköpings län,0680,Jönköping,T1696,Tenhult,3112,3157,1239,1251,57.70758964376753,14.322063873667288
06,Jönköpings län,0680,Jönköping,T1708,Tunnerstad,322,318,295,288,58.05204766170433,14.343813449885115
06,Jönköpings län,0680,Jönköping,T1742,Öggestorp,238,232,610,593,57.72239111527313,14.383166153741957
06,Jönköpings län,0680,Jönköping,T1448,Ölmstad,401,437,522,552,57.92508904249022,14.397759249635298
06,Jönköpings län,0680,Jönköping,T1748,Örserum,356,363,497,505,58.00661758360934,14.57748196441836
06,Jönköpings län,0682,Nässjö,T1408,Anneberg,834,826,727,709,57.72399163403695,14.80311697843196
06,Jönköpings län,0682,Nässjö,T1424,Bodafors,1957,2036,847,843,57.50462680074737,14.702235314049117
06,Jönköpings län,0682,Nässjö,T1464,Flisby,NA,210,NA,322,57.7812669112674,14.7994927205217
06,Jönköpings län,0682,Nässjö,T1468,Forserum,2080,2113,1065,1090,57.700435878106305,14.470098708233852
06,Jönköpings län,0682,Nässjö,T1476,Fredriksdal,305,307,491,496,57.61620333062796,14.598946098198395
06,Jönköpings län,0682,Nässjö,T1492,Grimstorp,341,331,692,662,57.55811872586595,14.698239167808417
06,Jönköpings län,0682,Nässjö,T1584,Malmbäck,1087,1151,595,614,57.576700410432714,14.459892259893406
06,Jönköpings län,0682,Nässjö,T1608,Nässjö,17719,18416,1563,1601,57.65286547168167,14.704809108225094
06,Jönköpings län,0682,Nässjö,T1614,Ormaryd,216,211,344,334,57.66528681449246,14.83137698915304
06,Jönköpings län,0682,Nässjö,T1668,Solberga,370,384,489,508,57.73317026003552,14.746692488246968
06,Jönköpings län,0682,Nässjö,T1676,Stensjön,244,255,304,370,57.581047535792884,14.81815426464083
06,Jönköpings län,0682,Nässjö,T1740,Äng,278,277,559,554,57.69402879281494,14.56621374977401
06,Jönköpings län,0683,Värnamo,T1428,Bor,1263,1291,770,781,57.112923203210535,14.167113690358345
06,Jönköpings län,0683,Värnamo,T1436,Bredaryd,1549,1556,705,697,57.174351864122116,13.737477380335266
06,Jönköpings län,0683,Värnamo,T1754,Ekenhaga,NA,208,NA,1047,57.19538759009431,14.01037465292612
06,Jönköpings län,0683,Värnamo,T1472,Forsheda,1510,1509,887,882,57.16369690259265,13.839882145876905
06,Jönköpings län,0683,Värnamo,T1524,Horda,363,353,505,491,57.0375067682724,14.257473606060957
06,Jönköpings län,0683,Värnamo,T1532,Hånger,333,319,464,444,57.07567472742397,13.97313228633304
06,Jönköpings län,0683,Värnamo,T1564,Kärda,315,343,696,758,57.17062725675517,13.922953131648327
06,Jönköpings län,0683,Värnamo,T1572,Lanna,330,386,328,382,57.2187251064702,13.777512155894671
06,Jönköpings län,0683,Värnamo,T1632,Rydaholm,1587,1628,926,969,56.98385758443936,14.307972276132201
06,Jönköpings län,0683,Värnamo,T1732,Värnamo,19061,19669,1600,1648,57.18621671540555,14.039491222610994
06,Jönköpings län,0683,Värnamo,T1736,Åminne,222,212,578,554,57.124485730466816,14.00902915591124
06,Jönköpings län,0684,Sävsjö,T1636,Rörvik,582,620,492,522,57.23810183072854,14.577180996871544
06,Jönköpings län,0684,Sävsjö,T1680,Stockaryd,1019,1091,641,687,57.317768787494096,14.592006859417612
06,Jönköpings län,0684,Sävsjö,T1688,Sävsjö,5374,5537,1189,1171,57.39741753480501,14.666964590384543
06,Jönköpings län,0684,Sävsjö,T1728,Vrigstad,1461,1482,685,689,57.35379078550661,14.475518451995558
06,Jönköpings län,0685,Vetlanda,T1420,Björköby,323,326,392,390,57.52167478211516,14.901845416277489
06,Jönköpings län,0685,Vetlanda,T1456,Ekenässjön,1563,1507,731,759,57.48879815980737,15.022152086027676
06,Jönköpings län,0685,Vetlanda,T1520,Holsbybrunn,783,822,645,685,57.43587847247907,15.204277989401817
06,Jönköpings län,0685,Vetlanda,T1752,Korsberga,731,767,633,665,57.302441029881216,15.125219467678559
06,Jönköpings län,0685,Vetlanda,T1560,Kvillsfors,488,497,529,522,57.405432777913376,15.502900761847245
06,Jönköpings län,0685,Vetlanda,T1568,Landsbro,1438,1540,684,729,57.36885847062773,14.90182154951676
06,Jönköpings län,0685,Vetlanda,T1600,Myresjö,728,730,632,634,57.38454906360242,14.964670609367552
06,Jönköpings län,0685,Vetlanda,T1606,Nye,202,204,361,361,57.343065070259065,15.275754036884374
06,Jönköpings län,0685,Vetlanda,T1620,Pauliström,220,250,368,416,57.4691235248113,15.50707630044628
06,Jönköpings län,0685,Vetlanda,T1644,Sjunnen,420,409,810,784,57.43578985293597,15.173495912174372
06,Jönköpings län,0685,Vetlanda,T1648,Skede,289,288,334,332,57.46821520975082,15.17548337703639
06,Jönköpings län,0685,Vetlanda,T1724,Vetlanda,13430,13731,1246,1245,57.422267122287884,15.077924453294374
06,Jönköpings län,0686,Eksjö,T1444,Bruzaholm,237,274,314,363,57.641848675956155,15.268835900570302
06,Jönköpings län,0686,Eksjö,T1460,Eksjö,10157,10652,1259,1295,57.66455239459582,14.975276961789652
06,Jönköpings län,0686,Eksjö,T1512,Hjältevad,349,405,318,368,57.62729192527719,15.341582890582542
06,Jönköpings län,0686,Eksjö,T1528,Hult,459,440,762,730,57.64139499820511,15.128896751122578
06,Jönköpings län,0686,Eksjö,T1540,Ingatorp,466,482,423,438,57.63746212441267,15.413213587944243
06,Jönköpings län,0686,Eksjö,T1588,Mariannelund,1503,1626,658,723,57.61486856543466,15.572711957072874
06,Jönköpings län,0687,Tranås,T1496,Gripenberg,300,285,531,508,57.992667113516546,14.854722321950582
06,Jönköpings län,0687,Tranås,T1536,"Hätte, Seglarvik och Sandvik",219,251,312,337,58.0357709756782,15.027739086435874
06,Jönköpings län,0687,Tranås,T1758,Norraby,NA,244,NA,716,58.0601960097763,15.001542112006897
06,Jönköpings län,0687,Tranås,T1672,Sommen,789,790,707,707,58.128894887025965,14.968690921245612
06,Jönköpings län,0687,Tranås,T1700,Tranås,14550,14876,1427,1459,58.03195420783364,14.975091667439143
07,Kronobergs län,0760,Uppvidinge,T1804,Alstermo,836,885,498,505,56.97415367161402,15.657301627430055
07,Kronobergs län,0760,Uppvidinge,T1912,Lenhovda,1762,1811,742,760,56.995327109566944,15.285505542084795
07,Kronobergs län,0760,Uppvidinge,T1948,Norrhult-Klavreström,1184,1238,424,444,57.1286247814643,15.15760319972584
07,Kronobergs län,0760,Uppvidinge,T2036,Åseda,2557,2681,846,886,57.16814566649846,15.351013356527458
07,Kronobergs län,0760,Uppvidinge,T2040,Älghult,497,474,508,483,57.0092635888253,15.574849976005416
07,Kronobergs län,0761,Lessebo,T1876,Hovmantorp,3082,3156,1099,1123,56.78634242709522,15.125573775275285
07,Kronobergs län,0761,Lessebo,T1896,Kosta,985,1028,567,592,56.84332707732706,15.396195372205222
07,Kronobergs län,0761,Lessebo,T1916,Lessebo,2857,3016,844,888,56.75302131348983,15.272119364143572
07,Kronobergs län,0761,Lessebo,T1976,Skruv,586,603,487,502,56.67646255735659,15.365898067831928
07,Kronobergs län,0763,Tingsryd,T1892,Konga,493,494,492,492,56.495983162522975,15.121380538823823
07,Kronobergs län,0763,Tingsryd,T1932,Linneryd,474,463,373,365,56.66122173760393,15.13598966503938
07,Kronobergs län,0763,Tingsryd,T1960,Ryd,1474,1468,657,646,56.4625905819613,14.692457196416024
07,Kronobergs län,0763,Tingsryd,T1968,Rävemåla,305,308,385,385,56.557042682515174,15.264268900353136
07,Kronobergs län,0763,Tingsryd,T1992,Tingsryd,3087,3168,757,758,56.52777205784665,14.97464042221847
07,Kronobergs län,0763,Tingsryd,T2004,Urshult,942,984,441,447,56.53070694493745,14.801659609853635
07,Kronobergs län,0763,Tingsryd,T2020,Väckelsång,954,970,680,681,56.64147654322558,14.916942266421776
07,Kronobergs län,0764,Alvesta,T1808,Alvesta,8627,9076,1353,1403,56.90122744343294,14.553198464931604
07,Kronobergs län,0764,Alvesta,T1860,Grimslöv,622,623,734,735,56.73696894863687,14.5439354368144
07,Kronobergs län,0764,Alvesta,T1872,Hjortsberga,254,245,416,391,56.914897689742034,14.452995016893535
07,Kronobergs län,0764,Alvesta,T1944,Moheda,1880,1930,733,757,57.00404406928907,14.573385770986372
07,Kronobergs län,0764,Alvesta,T1996,Torpsbruk,369,382,572,592,57.03374200587716,14.572880792956388
07,Kronobergs län,0764,Alvesta,T2012,Vislanda,1813,1836,733,739,56.787275035680395,14.44737331995006
07,Kronobergs län,0765,Älmhult,T1828,Delary,NA,207,NA,447,56.5486250390531,13.953563590425304
07,Kronobergs län,0765,Älmhult,T1832,Diö,906,886,671,633,56.643164641419034,14.225451803930135
07,Kronobergs län,0765,Älmhult,T1840,Eneryda,337,343,529,515,56.70392032239927,14.338384771788194
07,Kronobergs län,0765,Älmhult,T1920,Liatorp,531,573,599,648,56.66403423841083,14.26990719933415
07,Kronobergs län,0765,Älmhult,T2048,Älmhult,9495,10651,972,1065,56.551630808911625,14.13538107868007
07,Kronobergs län,0767,Markaryd,T1940,Markaryd,4664,4971,843,714,56.46019577140332,13.601301873226562
07,Kronobergs län,0767,Markaryd,T1980,Strömsnäsbruk,2246,2403,662,723,56.55079601928887,13.743671822876044
07,Kronobergs län,0767,Markaryd,T2000,Traryd,655,752,510,459,56.57791661246419,13.744953954188029
07,Kronobergs län,0780,Växjö,T1818,Björnö,NA,210,NA,1363,57.17361460231388,14.605967224248005
07,Kronobergs län,0780,Växjö,T1820,Braås,1692,1743,1126,1138,57.06108550454332,15.053950393932105
07,Kronobergs län,0780,Växjö,T1852,Furuby,368,387,599,627,56.85237761562473,15.034121352205855
07,Kronobergs län,0780,Växjö,T1856,Gemla,1462,1128,578,594,56.86824441746181,14.647552319158503
07,Kronobergs län,0780,Växjö,T1884,Ingelstad,1762,1880,885,906,56.74673128340152,14.915385787034095
07,Kronobergs län,0780,Växjö,T1908,Lammhult,1694,1814,910,955,57.170999418300525,14.58069255421181
07,Kronobergs län,0780,Växjö,T1952,Nöbbele,256,254,483,479,56.68741862250761,15.026038149394026
07,Kronobergs län,0780,Växjö,T1956,Rottne,2395,2431,1243,1228,57.02192117102889,14.894864519692891
07,Kronobergs län,0780,Växjö,T2002,Tävelsås,351,370,543,599,56.767808256723654,14.822251411359662
07,Kronobergs län,0780,Växjö,T2024,Växjö,65383,69127,1846,1911,56.888763455691695,14.802901606104047
07,Kronobergs län,0780,Växjö,T2028,Åby,433,437,735,733,57.02403825079145,14.776259197075213
07,Kronobergs län,0780,Växjö,T2032,Åryd,687,675,849,833,56.82762143704638,14.979353897675637
07,Kronobergs län,0780,Växjö,T1858,Öja,NA,377,NA,650,56.85275164348807,14.621364531969853
07,Kronobergs län,0781,Ljungby,T1802,Agunnaryd,NA,210,NA,437,56.748129370850776,14.1446082038806
07,Kronobergs län,0781,Ljungby,T1812,Angelstad,247,255,402,414,56.827940624192,13.759808111279387
07,Kronobergs län,0781,Ljungby,T1900,Kånna,324,339,693,715,56.780469325097606,13.905122505389727
07,Kronobergs län,0781,Ljungby,T1904,Lagan,1550,1669,656,689,56.91539485005772,13.991416437046556
07,Kronobergs län,0781,Ljungby,T1924,Lidhult,665,702,506,534,56.8277376332444,13.439744387710274
07,Kronobergs län,0781,Ljungby,T1936,Ljungby,15785,16181,1290,1308,56.832220470734484,13.937455951112247
07,Kronobergs län,0781,Ljungby,T1964,Ryssby,691,794,521,504,56.86477232713254,14.168782333500562
07,Kronobergs län,0781,Ljungby,T2016,Vittaryd,304,315,389,403,56.96952838083359,13.949341139837648
08,Kalmar län,0821,Högsby,T2108,Berga,713,788,493,544,57.21626267376773,16.03351820703093
08,Kalmar län,0821,Högsby,T2172,Fagerhult,219,224,253,259,57.14644592636372,15.663377833270188
08,Kalmar län,0821,Högsby,T2200,Fågelfors,437,447,318,325,57.20383686818939,15.846453092784996
08,Kalmar län,0821,Högsby,T2264,Högsby,1923,1998,741,763,57.16875747715198,16.02240205321529
08,Kalmar län,0821,Högsby,T2388,Ruda,652,714,513,560,57.10821005179554,16.114712357261876
08,Kalmar län,0834,Torsås,T2112,Bergkvara,1021,1221,471,472,56.39072806425037,16.075536204321306
08,Kalmar län,0834,Torsås,T2416,Söderåkra,943,940,591,589,56.447786837501994,16.061459861535663
08,Kalmar län,0834,Torsås,T2428,Torsås,2000,2058,642,657,56.41089292661136,16.003382797391904
08,Kalmar län,0840,Mörbylånga,T2092,Algutsrum,862,858,493,490,56.68111461504771,16.530810572062126
08,Kalmar län,0840,Mörbylånga,T2152,Degerhamn,338,309,268,290,56.35302607480696,16.40988774455605
08,Kalmar län,0840,Mörbylånga,T2208,Färjestaden,5645,5869,855,874,56.64725119097849,16.480884123889552
08,Kalmar län,0840,Mörbylånga,T2214,Glömminge och Strandskogen,366,346,271,249,56.718796135188946,16.543387614273534
08,Kalmar län,0840,Mörbylånga,T2240,Gårdby,277,279,370,373,56.602478862404816,16.64119046827056
08,Kalmar län,0840,Mörbylånga,T2284,Kastlösa,202,210,197,204,56.455282431587754,16.429316566292215
08,Kalmar län,0840,Mörbylånga,T2344,Mörbylånga,1824,1851,799,796,56.52161656450059,16.388508698679807
08,Kalmar län,0840,Mörbylånga,T2396,Saxnäs,315,450,276,338,56.68638537127873,16.487350648130594
08,Kalmar län,0840,Mörbylånga,T2404,Skogsby,948,961,359,363,56.63642535638887,16.523211749566844
08,Kalmar län,0840,Mörbylånga,T2492,Stora Frö och Haga park*,NA,220,NA,181,56.57209504349404,16.41877775708462
08,Kalmar län,0840,Mörbylånga,T2458,Vickleby,438,456,298,308,56.59206799281964,16.465370547409762
08,Kalmar län,0860,Hultsfred,T2260,Hultsfred,5510,5802,998,1025,57.4962477378517,15.842213754270716
08,Kalmar län,0860,Hultsfred,T2276,Järnforsen,510,474,360,339,57.40995715579023,15.622292731952092
08,Kalmar län,0860,Hultsfred,T2336,Målilla,1348,1415,421,438,57.38730618201948,15.810968185160618
08,Kalmar län,0860,Hultsfred,T2348,Mörlunda,857,851,361,365,57.321994853177934,15.866570488770789
08,Kalmar län,0860,Hultsfred,T2384,Rosenfors,267,290,365,400,57.3641512459771,15.8391352981402
08,Kalmar län,0860,Hultsfred,T2400,Silverdalen,681,682,543,544,57.54141603968773,15.752427566773715
08,Kalmar län,0860,Hultsfred,T2456,Vena,394,409,458,465,57.51933348054529,15.97465778361222
08,Kalmar län,0860,Hultsfred,T2464,Virserum,1769,1867,619,628,57.32192828923463,15.565773720126355
08,Kalmar län,0861,Mönsterås,T2120,Blomstermåla,2380,2410,628,638,56.98266026513338,16.3279380498809
08,Kalmar län,0861,Mönsterås,T2188,Fliseryd,716,752,519,544,57.12611275652006,16.2610456259463
08,Kalmar län,0861,Mönsterås,T2340,Mönsterås,4998,5270,1009,1054,57.03001270445839,16.448308238991167
08,Kalmar län,0861,Mönsterås,T2354,Oknö,393,385,293,270,57.004618984321716,16.514616795961793
08,Kalmar län,0861,Mönsterås,T2490,Solberga och Ålems kyrkby*,NA,203,NA,320,56.9543786058396,16.400285478180113
08,Kalmar län,0861,Mönsterås,T2424,Timmernabben,1357,1395,707,717,56.96558391172283,16.440510844706758
08,Kalmar län,0862,Emmaboda,T2160,Emmaboda,4818,5035,821,856,56.62989886295286,15.534594737943358
08,Kalmar län,0862,Emmaboda,T2168,Eriksmåla,205,208,220,223,56.73390800998379,15.479319435386282
08,Kalmar län,0862,Emmaboda,T2272,Johansfors,412,428,297,308,56.68678999347578,15.523173223222956
08,Kalmar län,0862,Emmaboda,T2312,Långasjö,330,346,407,423,56.57868148541683,15.447727526384446
08,Kalmar län,0862,Emmaboda,T2468,Vissefjärda,658,673,634,647,56.53520030355404,15.579713707107835
08,Kalmar län,0880,Kalmar,T2422,Drag,463,536,308,347,56.77896266625659,16.40724703931084
08,Kalmar län,0880,Kalmar,T2154,Dunö,419,414,712,693,56.63650354836462,16.26781683927085
08,Kalmar län,0880,Kalmar,T2244,Hagby,871,824,318,307,56.53991747873035,16.176215242995248
08,Kalmar län,0880,Kalmar,T2248,Halltorp,286,291,414,421,56.49994519042076,16.102571422869897
08,Kalmar län,0880,Kalmar,T2280,Kalmar,38408,40434,1959,2024,56.668141913731574,16.361191331059118
08,Kalmar län,0880,Kalmar,T2300,Lindsdal,5709,5946,1418,1463,56.73196247047105,16.296233819991606
08,Kalmar län,0880,Kalmar,T2304,Ljungbyholm,1725,1768,844,840,56.632041095812625,16.169314825528055
08,Kalmar län,0880,Kalmar,T2316,Läckeby,878,948,732,765,56.78332612581388,16.294714652314806
08,Kalmar län,0880,Kalmar,T2368,Påryd,663,679,532,545,56.5693960130305,15.932613318312518
08,Kalmar län,0880,Kalmar,T2376,Rinkabyholm,1631,1619,1234,1227,56.654886634732165,16.26073437196586
08,Kalmar län,0880,Kalmar,T2380,Rockneby,898,933,515,531,56.802273172356,16.349983276004316
08,Kalmar län,0880,Kalmar,T2408,Smedby,3607,3674,1513,1517,56.67968557328007,16.23916754301713
08,Kalmar län,0880,Kalmar,T2436,Trekanten,1599,1592,591,588,56.69796005804372,16.11963866404362
08,Kalmar län,0880,Kalmar,T2444,Tvärskog,399,397,505,503,56.62118703152789,16.044091773357156
08,Kalmar län,0880,Kalmar,T2452,Vassmolösa,524,535,421,430,56.59152471296193,16.14949861620632
08,Kalmar län,0880,Kalmar,T2482,Åmunnen,208,324,669,851,56.627777209806894,16.236764919189522
08,Kalmar län,0881,Nybro,T2100,Alsterbro,448,451,432,431,56.949149001470886,15.905150183551157
08,Kalmar län,0881,Nybro,T2144,Bäckebo,223,226,270,274,56.8888969649979,16.07265443531944
08,Kalmar län,0881,Nybro,T2184,Flerohopp,200,212,391,417,56.82333867707807,15.875750870709608
08,Kalmar län,0881,Nybro,T2192,Flygsfors,220,221,350,360,56.838730143722614,15.780696217948211
08,Kalmar län,0881,Nybro,T2292,Kristvallabrunn,245,244,397,396,56.777316616578545,16.047703550270132
08,Kalmar län,0881,Nybro,T2332,Målerås,NA,206,NA,264,56.906652583813,15.566720643342684
08,Kalmar län,0881,Nybro,T2352,Nybro,13039,13494,1210,1240,56.74280329102617,15.91097399602887
08,Kalmar län,0881,Nybro,T2356,Orrefors,766,825,595,641,56.84058652624108,15.74596733478532
08,Kalmar län,0881,Nybro,T2484,Örsjö,362,383,440,466,56.69902782349937,15.757192760441022
08,Kalmar län,0882,Oskarshamn,T2124,Bockara,356,364,352,360,57.26227444208085,16.067202636364787
08,Kalmar län,0882,Oskarshamn,T2164,Emsfors,317,320,454,456,57.146416855263595,16.463745939108556
08,Kalmar län,0882,Oskarshamn,T2176,Figeholm,730,890,683,835,57.3726222284494,16.544389337277135
08,Kalmar län,0882,Oskarshamn,T2204,Fårbo,498,537,589,615,57.38106548309604,16.486324723304865
08,Kalmar län,0882,Oskarshamn,T2288,Kristdala,1016,1002,561,556,57.39940045901424,16.20568273636163
08,Kalmar län,0882,Oskarshamn,T2360,Oskarshamn,18287,18541,1241,1249,57.26172782098508,16.447011218947374
08,Kalmar län,0882,Oskarshamn,T2372,Påskallavik,1099,1060,936,906,57.16618839813717,16.455530849476013
08,Kalmar län,0882,Oskarshamn,T2494,Stångehamn,NA,207,NA,244,57.227059410298075,16.492895958059794
08,Kalmar län,0883,Västervik,T2104,Ankarsrum,1234,1328,732,788,57.69597627420299,16.324137966186598
08,Kalmar län,0883,Västervik,T2156,Edsbruk,324,371,463,515,58.01772720719727,16.470924079962224
08,Kalmar län,0883,Västervik,T2212,Gamleby,2758,2837,773,786,57.89529117975753,16.40273766761759
08,Kalmar län,0883,Västervik,T2236,Gunnebo,1022,1062,733,738,57.72220260800929,16.530272766962923
08,Kalmar län,0883,Västervik,T2256,Hjorted,326,333,501,512,57.620898533549756,16.306202558566927
08,Kalmar län,0883,Västervik,T2308,Loftahammar,435,427,336,318,57.900497779051264,16.679905871302896
08,Kalmar län,0883,Västervik,T2364,Piperskärr,579,641,594,627,57.77897421037668,16.632281641190495
08,Kalmar län,0883,Västervik,T2432,Totebo,237,227,501,477,57.63070059476829,16.18863545676871
08,Kalmar län,0883,Västervik,T2472,Västervik,21178,21452,1529,1633,57.75808745941622,16.62871772900272
08,Kalmar län,0883,Västervik,T2488,Överum,1166,1182,709,712,57.98931669753116,16.3085931772447
08,Kalmar län,0884,Vimmerby,T2196,Frödinge,343,319,502,462,57.699625329993076,16.003438534560424
08,Kalmar län,0884,Vimmerby,T2232,Gullringen,503,515,395,416,57.7999316933088,15.713922003118675
08,Kalmar län,0884,Vimmerby,T2412,Storebro,1011,1049,680,720,57.5867088105799,15.840706867192052
08,Kalmar län,0884,Vimmerby,T2420,Södra Vi,1134,1178,729,757,57.7407855016541,15.800303498885926
08,Kalmar län,0884,Vimmerby,T2440,Tuna,212,211,510,509,57.5763877185927,16.10541011699309
08,Kalmar län,0884,Vimmerby,T2460,Vimmerby,8037,8298,1070,1125,57.66862859911737,15.857538349165152
08,Kalmar län,0885,Borgholm,T2132,Borgholm,4344,4364,451,478,56.87679660748578,16.696007408185686
08,Kalmar län,0885,Borgholm,T2324,Löttorp,562,584,143,135,57.16447752864199,16.99321680440658
08,Kalmar län,0885,Borgholm,T2266,Rälla,418,424,410,418,56.771117730980386,16.57065265765314
09,Gotlands län,0980,Gotland,T2538,Brissund och Själsö,397,420,174,189,57.706340423816776,18.375584105717948
09,Gotlands län,0980,Gotland,T2500,Burgsvik,335,350,265,275,57.03153049830562,18.276353716064524
09,Gotlands län,0980,Gotland,T2504,Fårösund,829,880,291,358,57.85919659793945,19.0492680565834
09,Gotlands län,0980,Gotland,T2508,Havdhem,270,265,283,278,57.16243533908113,18.326135686939644
09,Gotlands län,0980,Gotland,T2512,Hemse,1668,1709,785,747,57.23651880621051,18.377588502443157
09,Gotlands län,0980,Gotland,T2520,Klintehamn,1490,1537,510,529,57.38755594586948,18.203876892391676
09,Gotlands län,0980,Gotland,T2528,Lärbro,423,424,566,558,57.78461584619165,18.789368513328565
09,Gotlands län,0980,Gotland,T2506,Norra Visby,551,652,386,432,57.65997463917578,18.326408106041796
09,Gotlands län,0980,Gotland,T2532,Romakloster,1198,1194,525,518,57.50274872127338,18.455308935091708
09,Gotlands län,0980,Gotland,T2536,Slite,946,1019,624,684,57.70375120582476,18.800171650866822
09,Gotlands län,0980,Gotland,T2564,Slite norra,527,523,734,729,57.71865100778135,18.79412376160924
09,Gotlands län,0980,Gotland,T2540,Stånga,335,333,302,294,57.283010987674594,18.47650329782707
09,Gotlands län,0980,Gotland,T2542,Tingstäde,229,246,315,325,57.73414943800958,18.610483319609823
09,Gotlands län,0980,Gotland,T2544,Tofta,627,768,125,139,57.49899311088196,18.12314934404748
09,Gotlands län,0980,Gotland,T2548,Vibble,1709,1807,478,502,57.60685493994241,18.239759751469503
09,Gotlands län,0980,Gotland,T2552,Visby,23402,24309,1709,1762,57.628828749239474,18.306850789620007
09,Gotlands län,0980,Gotland,T2556,Väskinde,337,333,768,738,57.689718088226634,18.41945861947589
09,Gotlands län,0980,Gotland,T2560,Västerhejde,372,456,414,511,57.58515974068849,18.227687124840024
10,Blekinge län,1060,Olofström,T2628,Gränum,223,251,378,426,56.23108047682857,14.610307193660482
10,Blekinge län,1060,Olofström,T2668,Jämshög,1612,1621,685,636,56.240138223080706,14.528059516723303
10,Blekinge län,1060,Olofström,T2684,Kyrkhult,980,952,589,572,56.35520735844751,14.589493363982193
10,Blekinge län,1060,Olofström,T2720,Olofström,7526,7834,1126,1160,56.27654411174703,14.528047333345828
10,Blekinge län,1060,Olofström,T2772,Vilshult,303,364,292,350,56.354086788970115,14.482183851486875
10,Blekinge län,1080,Karlskrona,T2612,Drottningskär,467,507,209,214,56.114666838113735,15.557840431639526
10,Blekinge län,1080,Karlskrona,T2620,Fridlevstad,708,697,642,634,56.26884073845131,15.54500109578274
10,Blekinge län,1080,Karlskrona,T2624,Fågelmara,397,386,470,456,56.26077088935072,15.948808236073637
10,Blekinge län,1080,Karlskrona,T2630,Gängletorp,464,519,429,483,56.16779369226796,15.744001300972181
10,Blekinge län,1080,Karlskrona,T2640,Hasslö,1606,1639,443,452,56.112932421299966,15.478680325926359
10,Blekinge län,1080,Karlskrona,T2644,Holmsjö,370,367,303,306,56.419167789899035,15.54163716875937
10,Blekinge län,1080,Karlskrona,T2664,Jämjö,2629,2703,881,852,56.192314195372035,15.84067997164231
10,Blekinge län,1080,Karlskrona,T2680,Karlskrona,36477,37174,1737,1752,56.19226778498806,15.631045285667147
10,Blekinge län,1080,Karlskrona,T2686,Kättilsmåla,266,252,431,407,56.27591457590103,15.734051326103815
10,Blekinge län,1080,Karlskrona,T2712,Nättraby,3284,3313,953,966,56.200075725910715,15.533710391784277
10,Blekinge län,1080,Karlskrona,T2716,Nävragöl,222,219,520,513,56.37095177452784,15.570806734287082
10,Blekinge län,1080,Karlskrona,T2728,Ramdala,277,280,364,368,56.17632770192173,15.774996793370951
10,Blekinge län,1080,Karlskrona,T2736,Rödeby,3508,3548,930,947,56.26082580776953,15.621405563054026
10,Blekinge län,1080,Karlskrona,T2742,Sjuhalla,221,234,333,353,56.18988453470825,15.566568931252569
10,Blekinge län,1080,Karlskrona,T2738,Skavkulla och Skillingenäs,784,881,488,501,56.180358606239935,15.513541824837054
10,Blekinge län,1080,Karlskrona,T2744,Spjutsbygd,398,399,624,632,56.311136905227364,15.596504673480284
10,Blekinge län,1080,Karlskrona,T2740,Sturkö,1325,1344,196,198,56.11293392085087,15.661378164709205
10,Blekinge län,1080,Karlskrona,T2760,Torhamn,559,570,235,240,56.09599264623971,15.85135931515583
10,Blekinge län,1080,Karlskrona,T2780,Stensnäset och Trummenäs*,NA,337,NA,456,56.15879792693781,15.729224276366573
10,Blekinge län,1080,Karlskrona,T2764,Tving,548,561,322,331,56.312954634113815,15.461134582990987
10,Blekinge län,1081,Ronneby,T2600,Backaryd,386,397,545,562,56.3466917399182,15.152714070847681
10,Blekinge län,1081,Ronneby,T2604,Bräkne-Hoby,1708,1719,709,714,56.231098612710916,15.118154457220363
10,Blekinge län,1081,Ronneby,T2682,"Bökenäs, Korsanäs och Kuggeboda",447,453,186,182,56.14143743403203,15.375895071112716
10,Blekinge län,1081,Ronneby,T2616,Eringsboda,275,289,354,375,56.438949074017735,15.365267507712398
10,Blekinge län,1081,Ronneby,T2632,Hallabro,261,269,426,439,56.39059582179486,15.10313048715467
10,Blekinge län,1081,Ronneby,T2660,Johannishus,766,756,768,753,56.22528006799808,15.418809500974717
10,Blekinge län,1081,Ronneby,T2672,Kallinge,4664,4937,842,944,56.248422443686366,15.287281654743735
10,Blekinge län,1081,Ronneby,T2688,Listerby,966,1009,461,474,56.18309691225073,15.382714030729113
10,Blekinge län,1081,Ronneby,T2732,Ronneby,12612,13082,1537,1595,56.206797184176,15.279152095598917
10,Blekinge län,1081,Ronneby,T2734,Ronnebyhamn,749,743,381,380,56.172302930140646,15.283958976117635
10,Blekinge län,1081,Ronneby,T2746,Spjälkö och Saxemara,429,458,204,218,56.163558246176294,15.223962661916545
10,Blekinge län,1082,Karlshamn,T2750,Horsaryd och Stilleryd,355,339,197,190,56.162293782135954,14.82167631602734
10,Blekinge län,1082,Karlshamn,T2648,Hällaryd,673,632,579,544,56.203398582993195,14.945712320235458
10,Blekinge län,1082,Karlshamn,T2676,Karlshamn,20112,20293,1215,1271,56.19182922265987,14.850882661775952
10,Blekinge län,1082,Karlshamn,T2700,Mörrum,3903,4026,845,868,56.194857616384596,14.746380436309497
10,Blekinge län,1082,Karlshamn,T2748,Svängsta,1904,1963,778,805,56.262893654999445,14.771679850743238
10,Blekinge län,1082,Karlshamn,T2776,Åryd,323,326,426,430,56.20828879801163,15.00943062133336
10,Blekinge län,1083,Sölvesborg,T2610,Djupekås,210,205,650,634,56.069879275546576,14.717420915376033
